,x,,,,214290_s_at,ACAA1,2.340004946,,,,
1557049_at,-2.450188635,,,,,,,,,,
203098_at,-2.44797628,,,,,,,,,,
1565762_at,-2.447617737,,,,,,,,,,
1560214_at,-2.447141803,,,,,,,,,,
212154_at,-2.44595343,,,,,,,,,,
206444_at,-2.445811918,,,,,,,,,,
233411_at,-2.445604271,,,,,,,,,,
222895_s_at,-2.445579729,,,,,,,,,,
226868_at,-2.44501117,,,,,,,,,,
219283_at,-2.444775638,,,,,,,,,,
220063_at,-2.444718715,,,,,,,,,,
210307_s_at,-2.444432548,,,,,,,,,,
217859_s_at,-2.44441556,,,,,,,,,,
215608_at,-2.444191378,,,,,,,,,,
234290_x_at,-2.442780153,,,,,,,,,,
209465_x_at,-2.442706725,,,,,,,,,,
225875_s_at,-2.44175612,,,,,,,,,,
239556_at,-2.441388842,,,,,,,,,,
243919_at,-2.440319766,,,,,,,,,,
222675_s_at,-2.439833515,,,,,,,,,,
203647_s_at,-2.438462199,,,,,,,,,,
239795_at,-2.437922815,,,,,,,,,,
226187_at,-2.437114243,,,,,,,,,,
207188_at,-2.436502641,,,,,,,,,,
203270_at,-2.436053746,,,,,,,,,,
228524_at,-2.434256136,,,,,,,,,,
235205_at,-2.433621411,,,,,,,,,,
224686_x_at,-2.432846658,,,,,,,,,,
231739_at,-2.431763248,,,,,,,,,,
204197_s_at,-2.431121288,,,,,,,,,,
221803_s_at,-2.430720911,,,,,,,,,,
221434_s_at,-2.429344202,,,,,,,,,,
1558739_at,-2.429245431,,,,,,,,,,
217002_s_at,-2.428658509,,,,,,,,,,
222816_s_at,-2.426711959,,,,,,,,,,
205318_at,-2.42659982,,,,,,,,,,
205924_at,-2.424668408,,,,,,,,,,
209630_s_at,-2.424467099,,,,,,,,,,
202450_s_at,-2.423378378,,,,,,,,,,
216816_at,-2.422929534,,,,,,,,,,
1554208_at,-2.422370071,,,,,,,,,,
225705_at,-2.421242363,,,,,,,,,,
240920_at,-2.420250736,,,,,,,,,,
200795_at,-2.41949585,,,,,,,,,,
239210_at,-2.419326568,,,,,,,,,,
1559746_a_at,-2.419016449,,,,,,,,,,
222400_s_at,-2.418284853,,,,,,,,,,
226170_at,-2.417716275,,,,,,,,,,
208161_s_at,-2.416974537,,,,,,,,,,
207604_s_at,-2.41678057,,,,,,,,,,
205456_at,-2.416322124,,,,,,,,,,
221440_s_at,-2.416166692,,,,,,,,,,
203064_s_at,-2.415217508,,,,,,,,,,
203912_s_at,-2.4141011,,,,,,,,,,
202615_at,-2.413873962,,,,,,,,,,
210984_x_at,-2.413469644,,,,,,,,,,
218188_s_at,-2.412599715,,,,,,,,,,
235907_at,-2.412345247,,,,,,,,,,
209220_at,-2.411988073,,,,,,,,,,
222191_s_at,-2.411745071,,,,,,,,,,
210787_s_at,-2.411637153,,,,,,,,,,
230682_x_at,-2.411603817,,,,,,,,,,
201799_s_at,-2.411208094,,,,,,,,,,
1568986_x_at,-2.411163318,,,,,,,,,,
243005_at,-2.410692483,,,,,,,,,,
203562_at,-2.409471014,,,,,,,,,,
201408_at,-2.408942795,,,,,,,,,,
1554578_at,-2.408683204,,,,,,,,,,
204370_at,-2.407525201,,,,,,,,,,
210531_at,-2.405956365,,,,,,,,,,
207772_s_at,-2.405880818,,,,,,,,,,
205002_at,-2.405102776,,,,,,,,,,
206848_at,-2.404972052,,,,,,,,,,
207956_x_at,-2.403955065,,,,,,,,,,
218441_s_at,-2.403848373,,,,,,,,,,
205956_x_at,-2.403001512,,,,,,,,,,
200876_s_at,-2.402842109,,,,,,,,,,
1557790_at,-2.402370387,,,,,,,,,,
227472_at,-2.401849863,,,,,,,,,,
221280_s_at,-2.40029745,,,,,,,,,,
200855_at,-2.400277237,,,,,,,,,,
225118_at,-2.398910555,,,,,,,,,,
1558783_at,-2.398394375,,,,,,,,,,
214114_x_at,-2.397324885,,,,,,,,,,
214614_at,-2.396481028,,,,,,,,,,
236931_at,-2.396436699,,,,,,,,,,
218827_s_at,-2.395607229,,,,,,,,,,
236217_at,-2.395358295,,,,,,,,,,
223546_x_at,-2.394792017,,,,,,,,,,
1555731_a_at,-2.394139712,,,,,,,,,,
226163_at,-2.393945642,,,,,,,,,,
242387_at,-2.393124217,,,,,,,,,,
213398_s_at,-2.392766793,,,,,,,,,,
202171_at,-2.392566292,,,,,,,,,,
207233_s_at,-2.391573762,,,,,,,,,,
228181_at,-2.387510137,,,,,,,,,,
1558044_s_at,-2.386701814,,,,,,,,,,
202539_s_at,-2.38599666,,,,,,,,,,
225123_at,-2.385819841,,,,,,,,,,
227793_at,-2.38551746,,,,,,,,,,
218530_at,-2.38525941,,,,,,,,,,
210866_s_at,-2.385144123,,,,,,,,,,
217548_at,-2.384776869,,,,,,,,,,
220721_at,-2.383575562,,,,,,,,,,
208919_s_at,-2.383554837,,,,,,,,,,
1556699_at,-2.38251954,,,,,,,,,,
1566129_at,-2.382168049,,,,,,,,,,
222236_s_at,-2.381416728,,,,,,,,,,
230461_s_at,-2.380792255,,,,,,,,,,
235117_at,-2.380614473,,,,,,,,,,
212663_at,-2.380498249,,,,,,,,,,
208511_at,-2.379890249,,,,,,,,,,
47608_at,-2.377919116,,,,,,,,,,
1552314_a_at,-2.377609563,,,,,,,,,,
213112_s_at,-2.37716191,,,,,,,,,,
203470_s_at,-2.374570277,,,,,,,,,,
241327_at,-2.373619453,,,,,,,,,,
223719_s_at,-2.373133502,,,,,,,,,,
200749_at,-2.372445838,,,,,,,,,,
222536_s_at,-2.371615073,,,,,,,,,,
223827_at,-2.371097579,,,,,,,,,,
201493_s_at,-2.370778171,,,,,,,,,,
1557207_s_at,-2.369783764,,,,,,,,,,
228637_at,-2.369508904,,,,,,,,,,
238558_at,-2.368999396,,,,,,,,,,
203617_x_at,-2.368882163,,,,,,,,,,
241428_x_at,-2.368512693,,,,,,,,,,
202821_s_at,-2.367793504,,,,,,,,,,
227036_at,-2.367410006,,,,,,,,,,
200933_x_at,-2.366864902,,,,,,,,,,
201926_s_at,-2.366697765,,,,,,,,,,
223525_at,-2.365249922,,,,,,,,,,
213725_x_at,-2.365153759,,,,,,,,,,
239062_at,-2.364475986,,,,,,,,,,
225090_at,-2.363328882,,,,,,,,,,
237747_at,-2.363000352,,,,,,,,,,
223511_at,-2.362832387,,,,,,,,,,
226981_at,-2.361863641,,,,,,,,,,
222087_at,-2.361753649,,,,,,,,,,
211792_s_at,-2.361619105,,,,,,,,,,
229276_at,-2.361318667,,,,,,,,,,
224196_x_at,-2.360724255,,,,,,,,,,
211851_x_at,-2.360691774,,,,,,,,,,
219544_at,-2.359981399,,,,,,,,,,
232135_at,-2.35962436,,,,,,,,,,
209774_x_at,-2.357341396,,,,,,,,,,
210651_s_at,-2.357183822,,,,,,,,,,
228481_at,-2.356911163,,,,,,,,,,
210314_x_at,-2.356781288,,,,,,,,,,
1557400_at,-2.356557763,,,,,,,,,,
218161_s_at,-2.355123392,,,,,,,,,,
204325_s_at,-2.354366743,,,,,,,,,,
1564639_at,-2.353993663,,,,,,,,,,
201633_s_at,-2.352806942,,,,,,,,,,
1569765_at,-2.351718994,,,,,,,,,,
229622_at,-2.351410209,,,,,,,,,,
215492_x_at,-2.351348197,,,,,,,,,,
218379_at,-2.350687709,,,,,,,,,,
218801_at,-2.350564789,,,,,,,,,,
241262_at,-2.350536816,,,,,,,,,,
206683_at,-2.349468255,,,,,,,,,,
232596_at,-2.349077553,,,,,,,,,,
227042_at,-2.348904206,,,,,,,,,,
1556369_a_at,-2.347500607,,,,,,,,,,
230078_at,-2.347180586,,,,,,,,,,
205449_at,-2.346952623,,,,,,,,,,
1560320_a_at,-2.345842959,,,,,,,,,,
219233_s_at,-2.345475165,,,,,,,,,,
213184_at,-2.344906547,,,,,,,,,,
203379_at,-2.344441822,,,,,,,,,,
225046_at,-2.344416672,,,,,,,,,,
218942_at,-2.343593729,,,,,,,,,,
202339_at,-2.343397006,,,,,,,,,,
35150_at,-2.342053243,,,,,,,,,,
225963_at,-2.341551792,,,,,,,,,,
1557895_at,-2.341434589,,,,,,,,,,
230102_at,-2.340560729,,,,,,,,,,
209569_x_at,-2.340397265,,,,,,,,,,
205063_at,-2.338874022,,,,,,,,,,
214585_s_at,-2.338801943,,,,,,,,,,
204689_at,-2.33739358,,,,,,,,,,
236134_at,-2.336659083,,,,,,,,,,
1560081_at,-2.336126162,,,,,,,,,,
223495_at,-2.335868203,,,,,,,,,,
201603_at,-2.3357754,,,,,,,,,,
206076_at,-2.335529239,,,,,,,,,,
1569305_a_at,-2.335439855,,,,,,,,,,
227113_at,-2.335125226,,,,,,,,,,
235931_at,-2.33370196,,,,,,,,,,
203547_at,-2.33328099,,,,,,,,,,
1555981_at,-2.33306969,,,,,,,,,,
217492_s_at,-2.333013514,,,,,,,,,,
201121_s_at,-2.33258506,,,,,,,,,,
211896_s_at,-2.33164619,,,,,,,,,,
225804_at,-2.330539001,,,,,,,,,,
211599_x_at,-2.329502265,,,,,,,,,,
205267_at,-2.329398189,,,,,,,,,,
204193_at,-2.328815855,,,,,,,,,,
203398_s_at,-2.328640476,,,,,,,,,,
231752_at,-2.327667387,,,,,,,,,,
237814_at,-2.326280527,,,,,,,,,,
242994_at,-2.326258758,,,,,,,,,,
243009_at,-2.324740088,,,,,,,,,,
216300_x_at,-2.323619319,,,,,,,,,,
1553875_s_at,-2.323153161,,,,,,,,,,
208203_x_at,-2.323043887,,,,,,,,,,
235555_at,-2.322884767,,,,,,,,,,
211976_at,-2.322838252,,,,,,,,,,
205698_s_at,-2.322251366,,,,,,,,,,
202691_at,-2.321855771,,,,,,,,,,
202174_s_at,-2.321622184,,,,,,,,,,
213137_s_at,-2.321376884,,,,,,,,,,
239082_at,-2.321092951,,,,,,,,,,
226548_at,-2.320635166,,,,,,,,,,
46947_at,-2.318828533,,,,,,,,,,
230723_at,-2.3159978,,,,,,,,,,
244349_at,-2.315886933,,,,,,,,,,
201964_at,-2.31587885,,,,,,,,,,
225007_at,-2.3149869,,,,,,,,,,
232537_x_at,-2.313835178,,,,,,,,,,
229156_s_at,-2.313510741,,,,,,,,,,
1554406_a_at,-2.312802991,,,,,,,,,,
205401_at,-2.312020646,,,,,,,,,,
220943_s_at,-2.311596434,,,,,,,,,,
218554_s_at,-2.310992564,,,,,,,,,,
212704_at,-2.310427464,,,,,,,,,,
212845_at,-2.309366693,,,,,,,,,,
234885_at,-2.309043958,,,,,,,,,,
203160_s_at,-2.309004024,,,,,,,,,,
221221_s_at,-2.308770096,,,,,,,,,,
232490_s_at,-2.307914628,,,,,,,,,,
219611_s_at,-2.307509283,,,,,,,,,,
202571_s_at,-2.307330266,,,,,,,,,,
1559051_s_at,-2.306241358,,,,,,,,,,
226272_at,-2.30572763,,,,,,,,,,
1563632_at,-2.305266223,,,,,,,,,,
205043_at,-2.304483473,,,,,,,,,,
216091_s_at,-2.303986138,,,,,,,,,,
1553684_at,-2.303469196,,,,,,,,,,
228316_at,-2.303423925,,,,,,,,,,
203645_s_at,-2.303049718,,,,,,,,,,
207871_s_at,-2.302975944,,,,,,,,,,
1554635_a_at,-2.302645519,,,,,,,,,,
241910_x_at,-2.302335751,,,,,,,,,,
204311_at,-2.302312353,,,,,,,,,,
1562386_s_at,-2.3014598,,,,,,,,,,
1560353_at,-2.300712332,,,,,,,,,,
212934_at,-2.299698439,,,,,,,,,,
221645_s_at,-2.299407273,,,,,,,,,,
223230_at,-2.299251676,,,,,,,,,,
206767_at,-2.298266219,,,,,,,,,,
228742_at,-2.298144656,,,,,,,,,,
232501_at,-2.298119204,,,,,,,,,,
1562600_at,-2.298053411,,,,,,,,,,
222751_at,-2.298034088,,,,,,,,,,
220274_at,-2.297868703,,,,,,,,,,
210766_s_at,-2.297122846,,,,,,,,,,
225506_at,-2.296201095,,,,,,,,,,
226493_at,-2.295765885,,,,,,,,,,
225224_at,-2.295699629,,,,,,,,,,
215421_at,-2.294325213,,,,,,,,,,
211569_s_at,-2.293634141,,,,,,,,,,
209684_at,-2.293234917,,,,,,,,,,
211967_at,-2.293060899,,,,,,,,,,
233660_at,-2.292717658,,,,,,,,,,
230244_at,-2.292560431,,,,,,,,,,
1557970_s_at,-2.29229739,,,,,,,,,,
242552_x_at,-2.291438537,,,,,,,,,,
244408_at,-2.2914206,,,,,,,,,,
1561355_at,-2.291015342,,,,,,,,,,
1553319_at,-2.289779181,,,,,,,,,,
212295_s_at,-2.289159401,,,,,,,,,,
1557383_a_at,-2.288724546,,,,,,,,,,
202040_s_at,-2.288319183,,,,,,,,,,
32128_at,-2.288181216,,,,,,,,,,
223569_at,-2.288180881,,,,,,,,,,
223584_s_at,-2.286555243,,,,,,,,,,
222819_at,-2.286552568,,,,,,,,,,
237158_s_at,-2.285139696,,,,,,,,,,
226694_at,-2.284846812,,,,,,,,,,
231669_at,-2.284523876,,,,,,,,,,
202711_at,-2.284228964,,,,,,,,,,
220457_at,-2.283988697,,,,,,,,,,
227446_s_at,-2.283390134,,,,,,,,,,
236058_at,-2.283314187,,,,,,,,,,
220193_at,-2.283098312,,,,,,,,,,
1566033_at,-2.282919687,,,,,,,,,,
226082_s_at,-2.282033414,,,,,,,,,,
225842_at,-2.281973535,,,,,,,,,,
203096_s_at,-2.281681009,,,,,,,,,,
200081_s_at,-2.280511843,,,,,,,,,,
221208_s_at,-2.28045679,,,,,,,,,,
212739_s_at,-2.279676816,,,,,,,,,,
219328_at,-2.279557777,,,,,,,,,,
222659_at,-2.279066946,,,,,,,,,,
1560201_at,-2.277674285,,,,,,,,,,
223162_s_at,-2.272105441,,,,,,,,,,
243224_at,-2.271940707,,,,,,,,,,
1554883_a_at,-2.271316867,,,,,,,,,,
215629_s_at,-2.271125413,,,,,,,,,,
216250_s_at,-2.27059227,,,,,,,,,,
237310_at,-2.269795445,,,,,,,,,,
229759_s_at,-2.269459173,,,,,,,,,,
228189_at,-2.269021155,,,,,,,,,,
233007_at,-2.268462086,,,,,,,,,,
215069_at,-2.268402128,,,,,,,,,,
212823_s_at,-2.267709723,,,,,,,,,,
225709_at,-2.267524256,,,,,,,,,,
220885_s_at,-2.267520819,,,,,,,,,,
210519_s_at,-2.26733094,,,,,,,,,,
237624_at,-2.267270107,,,,,,,,,,
228572_at,-2.267148336,,,,,,,,,,
225494_at,-2.266432634,,,,,,,,,,
1563549_a_at,-2.265638274,,,,,,,,,,
224164_at,-2.264768662,,,,,,,,,,
207121_s_at,-2.264368927,,,,,,,,,,
232752_at,-2.261559266,,,,,,,,,,
1559862_at,-2.261328005,,,,,,,,,,
209506_s_at,-2.261226505,,,,,,,,,,
227920_at,-2.258814959,,,,,,,,,,
223197_s_at,-2.258448099,,,,,,,,,,
202255_s_at,-2.25749733,,,,,,,,,,
210596_at,-2.256860821,,,,,,,,,,
1569604_at,-2.256362987,,,,,,,,,,
43977_at,-2.254756452,,,,,,,,,,
240983_s_at,-2.253770174,,,,,,,,,,
206831_s_at,-2.253611307,,,,,,,,,,
1561537_at,-2.253600998,,,,,,,,,,
225556_at,-2.253531475,,,,,,,,,,
225745_at,-2.253208661,,,,,,,,,,
231387_at,-2.252929142,,,,,,,,,,
1560500_at,-2.252724265,,,,,,,,,,
211800_s_at,-2.251857215,,,,,,,,,,
233599_at,-2.251466626,,,,,,,,,,
201709_s_at,-2.251357477,,,,,,,,,,
232958_at,-2.249592031,,,,,,,,,,
228582_x_at,-2.249588517,,,,,,,,,,
1560689_s_at,-2.248979403,,,,,,,,,,
1556345_s_at,-2.248928814,,,,,,,,,,
1569105_at,-2.248870958,,,,,,,,,,
1566596_at,-2.248706583,,,,,,,,,,
208826_x_at,-2.248376812,,,,,,,,,,
210443_x_at,-2.247529784,,,,,,,,,,
235522_at,-2.247260486,,,,,,,,,,
243993_at,-2.247017706,,,,,,,,,,
212401_s_at,-2.245382098,,,,,,,,,,
207117_at,-2.244805853,,,,,,,,,,
214647_s_at,-2.244697765,,,,,,,,,,
200988_s_at,-2.243812839,,,,,,,,,,
208806_at,-2.243636901,,,,,,,,,,
223145_s_at,-2.243413764,,,,,,,,,,
226473_at,-2.242613658,,,,,,,,,,
233056_x_at,-2.242555519,,,,,,,,,,
235492_at,-2.241968805,,,,,,,,,,
217745_s_at,-2.241647905,,,,,,,,,,
226584_s_at,-2.24057158,,,,,,,,,,
239040_at,-2.240438478,,,,,,,,,,
229161_at,-2.24002235,,,,,,,,,,
217941_s_at,-2.23891495,,,,,,,,,,
204517_at,-2.238268999,,,,,,,,,,
243999_at,-2.23776415,,,,,,,,,,
1552555_at,-2.237324592,,,,,,,,,,
228605_at,-2.237088605,,,,,,,,,,
201243_s_at,-2.23654378,,,,,,,,,,
229456_s_at,-2.236186558,,,,,,,,,,
234077_at,-2.235383393,,,,,,,,,,
242616_at,-2.23496623,,,,,,,,,,
224691_at,-2.234588101,,,,,,,,,,
211234_x_at,-2.2342006,,,,,,,,,,
212283_at,-2.234033767,,,,,,,,,,
216862_s_at,-2.233565537,,,,,,,,,,
209588_at,-2.233183758,,,,,,,,,,
223238_s_at,-2.231833296,,,,,,,,,,
203206_at,-2.231295985,,,,,,,,,,
227689_at,-2.231158996,,,,,,,,,,
242106_at,-2.231046749,,,,,,,,,,
204925_at,-2.228577431,,,,,,,,,,
212626_x_at,-2.226961861,,,,,,,,,,
1552348_at,-2.226619381,,,,,,,,,,
214398_s_at,-2.225922821,,,,,,,,,,
215712_s_at,-2.225350242,,,,,,,,,,
225114_at,-2.225326949,,,,,,,,,,
1562869_at,-2.225282353,,,,,,,,,,
227528_s_at,-2.22474795,,,,,,,,,,
204711_at,-2.22460725,,,,,,,,,,
233422_at,-2.223052289,,,,,,,,,,
201806_s_at,-2.22131732,,,,,,,,,,
1570070_at,-2.221082162,,,,,,,,,,
227860_at,-2.220500233,,,,,,,,,,
212004_at,-2.219771134,,,,,,,,,,
223193_x_at,-2.219735869,,,,,,,,,,
209434_s_at,-2.217850046,,,,,,,,,,
225840_at,-2.21758371,,,,,,,,,,
204907_s_at,-2.2162729,,,,,,,,,,
218605_at,-2.215427077,,,,,,,,,,
229295_at,-2.21470496,,,,,,,,,,
244872_at,-2.214396837,,,,,,,,,,
244439_at,-2.213565775,,,,,,,,,,
213650_at,-2.211762634,,,,,,,,,,
200650_s_at,-2.210207308,,,,,,,,,,
212001_at,-2.209740334,,,,,,,,,,
202866_at,-2.208720576,,,,,,,,,,
209467_s_at,-2.208659011,,,,,,,,,,
204718_at,-2.20792401,,,,,,,,,,
1555600_s_at,-2.207788833,,,,,,,,,,
218181_s_at,-2.207498231,,,,,,,,,,
1569377_at,-2.206588544,,,,,,,,,,
230568_x_at,-2.206537531,,,,,,,,,,
216419_at,-2.206404817,,,,,,,,,,
242369_x_at,-2.206286817,,,,,,,,,,
240984_at,-2.205441688,,,,,,,,,,
233352_at,-2.205391267,,,,,,,,,,
221866_at,-2.20313048,,,,,,,,,,
220009_at,-2.202427633,,,,,,,,,,
241370_at,-2.202265001,,,,,,,,,,
208668_x_at,-2.201397587,,,,,,,,,,
226306_at,-2.200229664,,,,,,,,,,
242609_x_at,-2.200152919,,,,,,,,,,
212911_at,-2.198171023,,,,,,,,,,
218661_at,-2.198167988,,,,,,,,,,
209753_s_at,-2.197286085,,,,,,,,,,
229064_s_at,-2.196902508,,,,,,,,,,
241357_at,-2.195132041,,,,,,,,,,
203794_at,-2.195131905,,,,,,,,,,
52255_s_at,-2.194962128,,,,,,,,,,
205115_s_at,-2.194132071,,,,,,,,,,
225580_at,-2.193672781,,,,,,,,,,
217312_s_at,-2.19333485,,,,,,,,,,
232944_at,-2.19231238,,,,,,,,,,
225659_at,-2.190562893,,,,,,,,,,
231841_s_at,-2.189652065,,,,,,,,,,
1569552_at,-2.189555148,,,,,,,,,,
208799_at,-2.18941164,,,,,,,,,,
1553993_s_at,-2.189167748,,,,,,,,,,
235077_at,-2.189150243,,,,,,,,,,
219034_at,-2.188964351,,,,,,,,,,
239522_at,-2.188291721,,,,,,,,,,
201305_x_at,-2.184438025,,,,,,,,,,
204899_s_at,-2.184010745,,,,,,,,,,
235085_at,-2.183190128,,,,,,,,,,
244840_x_at,-2.182847905,,,,,,,,,,
229570_at,-2.182661566,,,,,,,,,,
212686_at,-2.18230599,,,,,,,,,,
225149_at,-2.182148552,,,,,,,,,,
235373_at,-2.182079046,,,,,,,,,,
212743_at,-2.18203316,,,,,,,,,,
200031_s_at,-2.181783334,,,,,,,,,,
237080_at,-2.181590396,,,,,,,,,,
219054_at,-2.181396096,,,,,,,,,,
222911_s_at,-2.180174232,,,,,,,,,,
212107_s_at,-2.180169745,,,,,,,,,,
209517_s_at,-2.178868936,,,,,,,,,,
204093_at,-2.178787979,,,,,,,,,,
1570243_at,-2.177550171,,,,,,,,,,
226333_at,-2.177345776,,,,,,,,,,
223595_at,-2.175131327,,,,,,,,,,
218793_s_at,-2.174517362,,,,,,,,,,
1555461_at,-2.174194777,,,,,,,,,,
228902_at,-2.171502052,,,,,,,,,,
244814_at,-2.170906638,,,,,,,,,,
208021_s_at,-2.170796331,,,,,,,,,,
210875_s_at,-2.170072213,,,,,,,,,,
224898_at,-2.169263844,,,,,,,,,,
81811_at,-2.168821598,,,,,,,,,,
222432_s_at,-2.168116397,,,,,,,,,,
202307_s_at,-2.167807704,,,,,,,,,,
203687_at,-2.167321755,,,,,,,,,,
236448_at,-2.165682479,,,,,,,,,,
37831_at,-2.16560548,,,,,,,,,,
242055_at,-2.165077451,,,,,,,,,,
235374_at,-2.164862487,,,,,,,,,,
238069_at,-2.164103288,,,,,,,,,,
220859_at,-2.163372404,,,,,,,,,,
1555875_at,-2.16311445,,,,,,,,,,
206500_s_at,-2.162724453,,,,,,,,,,
201462_at,-2.16228768,,,,,,,,,,
209760_at,-2.162111656,,,,,,,,,,
230206_at,-2.161624289,,,,,,,,,,
222105_s_at,-2.161331222,,,,,,,,,,
238054_at,-2.161220788,,,,,,,,,,
216524_x_at,-2.161087159,,,,,,,,,,
224465_s_at,-2.160926166,,,,,,,,,,
210357_s_at,-2.160792893,,,,,,,,,,
236045_x_at,-2.159928811,,,,,,,,,,
221789_x_at,-2.159769029,,,,,,,,,,
207426_s_at,-2.159745672,,,,,,,,,,
225059_at,-2.159655204,,,,,,,,,,
229270_x_at,-2.159157299,,,,,,,,,,
236808_at,-2.158979045,,,,,,,,,,
217998_at,-2.158110721,,,,,,,,,,
225731_at,-2.158071635,,,,,,,,,,
225416_at,-2.157381461,,,,,,,,,,
216724_at,-2.156831214,,,,,,,,,,
214797_s_at,-2.155417104,,,,,,,,,,
209361_s_at,-2.154263337,,,,,,,,,,
218404_at,-2.154145052,,,,,,,,,,
221813_at,-2.152916886,,,,,,,,,,
1557172_x_at,-2.152575877,,,,,,,,,,
226877_at,-2.151971698,,,,,,,,,,
243141_at,-2.151642311,,,,,,,,,,
218374_s_at,-2.149205011,,,,,,,,,,
208818_s_at,-2.148926777,,,,,,,,,,
200701_at,-2.148614998,,,,,,,,,,
38710_at,-2.147853998,,,,,,,,,,
211148_s_at,-2.147238878,,,,,,,,,,
1555841_at,-2.147126665,,,,,,,,,,
244456_at,-2.146854526,,,,,,,,,,
218427_at,-2.146320391,,,,,,,,,,
223847_s_at,-2.144932757,,,,,,,,,,
1557192_at,-2.144875033,,,,,,,,,,
242749_at,-2.144860338,,,,,,,,,,
233553_at,-2.1437272,,,,,,,,,,
205885_s_at,-2.142429431,,,,,,,,,,
201218_at,-2.142166548,,,,,,,,,,
224882_at,-2.141790522,,,,,,,,,,
200882_s_at,-2.141521648,,,,,,,,,,
233937_at,-2.13998608,,,,,,,,,,
206941_x_at,-2.138571777,,,,,,,,,,
237561_x_at,-2.138070008,,,,,,,,,,
206481_s_at,-2.137705063,,,,,,,,,,
232198_at,-2.137355631,,,,,,,,,,
202894_at,-2.1373546,,,,,,,,,,
242443_at,-2.137033563,,,,,,,,,,
218141_at,-2.136951817,,,,,,,,,,
224518_s_at,-2.136776364,,,,,,,,,,
235392_at,-2.136179189,,,,,,,,,,
242394_at,-2.135904876,,,,,,,,,,
211711_s_at,-2.135048905,,,,,,,,,,
223564_s_at,-2.134350899,,,,,,,,,,
44617_at,-2.132989894,,,,,,,,,,
232000_at,-2.132894453,,,,,,,,,,
203285_s_at,-2.132854007,,,,,,,,,,
1555826_at,-2.13275735,,,,,,,,,,
224200_s_at,-2.132660482,,,,,,,,,,
221418_s_at,-2.132376072,,,,,,,,,,
209456_s_at,-2.12990689,,,,,,,,,,
242945_at,-2.129297651,,,,,,,,,,
211223_at,-2.128608543,,,,,,,,,,
221834_at,-2.126504797,,,,,,,,,,
201141_at,-2.126189482,,,,,,,,,,
231859_at,-2.1261305,,,,,,,,,,
228271_at,-2.124809644,,,,,,,,,,
244818_at,-2.124381725,,,,,,,,,,
216210_x_at,-2.123114779,,,,,,,,,,
217446_x_at,-2.122326562,,,,,,,,,,
229422_at,-2.121759218,,,,,,,,,,
228435_at,-2.121755573,,,,,,,,,,
243750_x_at,-2.120524794,,,,,,,,,,
243016_at,-2.119435023,,,,,,,,,,
213642_at,-2.119159303,,,,,,,,,,
212923_s_at,-2.11904995,,,,,,,,,,
236244_at,-2.118625001,,,,,,,,,,
233543_s_at,-2.118563555,,,,,,,,,,
203265_s_at,-2.11837547,,,,,,,,,,
241757_x_at,-2.118015375,,,,,,,,,,
225297_at,-2.115967236,,,,,,,,,,
239744_at,-2.115786329,,,,,,,,,,
239015_at,-2.115042537,,,,,,,,,,
225120_at,-2.114928675,,,,,,,,,,
203250_at,-2.113946759,,,,,,,,,,
225411_at,-2.113458068,,,,,,,,,,
218868_at,-2.113195723,,,,,,,,,,
200631_s_at,-2.113031148,,,,,,,,,,
237839_at,-2.112428374,,,,,,,,,,
207414_s_at,-2.112287087,,,,,,,,,,
34225_at,-2.112081905,,,,,,,,,,
210813_s_at,-2.111485385,,,,,,,,,,
204930_s_at,-2.110819894,,,,,,,,,,
232510_s_at,-2.110276159,,,,,,,,,,
236199_at,-2.110163972,,,,,,,,,,
236715_x_at,-2.109663152,,,,,,,,,,
205412_at,-2.109357401,,,,,,,,,,
209668_x_at,-2.109234354,,,,,,,,,,
225220_at,-2.109045943,,,,,,,,,,
216081_at,-2.108582339,,,,,,,,,,
243219_x_at,-2.107578368,,,,,,,,,,
202500_at,-2.107564069,,,,,,,,,,
1557667_at,-2.107332903,,,,,,,,,,
218348_s_at,-2.106975235,,,,,,,,,,
1564050_at,-2.10607426,,,,,,,,,,
209546_s_at,-2.105740658,,,,,,,,,,
1553248_at,-2.104208083,,,,,,,,,,
234297_at,-2.103317778,,,,,,,,,,
225347_at,-2.102196076,,,,,,,,,,
221435_x_at,-2.102098139,,,,,,,,,,
239469_at,-2.101362513,,,,,,,,,,
211989_at,-2.099836119,,,,,,,,,,
1562938_at,-2.098696149,,,,,,,,,,
227841_at,-2.098410972,,,,,,,,,,
224333_s_at,-2.09738907,,,,,,,,,,
203905_at,-2.097303079,,,,,,,,,,
201086_x_at,-2.096693771,,,,,,,,,,
201672_s_at,-2.096019269,,,,,,,,,,
239991_at,-2.095935928,,,,,,,,,,
214203_s_at,-2.095585441,,,,,,,,,,
238771_at,-2.095486507,,,,,,,,,,
216685_s_at,-2.095450608,,,,,,,,,,
1552472_a_at,-2.095222153,,,,,,,,,,
218557_at,-2.094649792,,,,,,,,,,
240198_at,-2.094610741,,,,,,,,,,
221021_s_at,-2.091927503,,,,,,,,,,
229582_at,-2.091864619,,,,,,,,,,
214969_at,-2.091787798,,,,,,,,,,
221529_s_at,-2.091544825,,,,,,,,,,
236969_at,-2.091102902,,,,,,,,,,
227585_at,-2.090084946,,,,,,,,,,
232310_at,-2.089105714,,,,,,,,,,
224651_at,-2.088515286,,,,,,,,,,
209797_at,-2.087570723,,,,,,,,,,
